ORI - Agency,Crime Against,MICR Offense,Offenses
 Three Oaks Police Department Total,Property, Burglary Entry w/out Authorization w/or w/out Force,0
 Three Oaks Police Department Total,Property, Larceny Theft from Building,4
 Three Oaks Police Department Total,Property, Larceny Theft from Motor Vehicle,1
 Three Oaks Police Department Total,Property, Larceny Theft of Motor Vehicle Parts/Accessories,6
 Three Oaks Police Department Total,Property, Larceny Other,5
 Three Oaks Police Department Total,Property, Motor Vehicle Theft,4
 Three Oaks Police Department Total,Property, Motor Vehicle as Stolen Property,0
 Three Oaks Police Department Total,Property, Forgery/Counterfeiting,0
 Three Oaks Police Department Total,Property, Fraud False Pretense/Swindle/Confidence Game,1
 Three Oaks Police Department Total,Property, Fraud Credit Card/ATM,2
 Three Oaks Police Department Total,Property, Fraud Wire,1
 Three Oaks Police Department Total,Property, Fraud Bad Checks,3
 Three Oaks Police Department Total,Property, Fraud Identity Theft,0
 Three Oaks Police Department Total,Property, Fraud Hacking/Computer Invasion,0
 Three Oaks Police Department Total,Property, Stolen Property,0
 Three Oaks Police Department Total,Property, Damage To Property,8
 Three Oaks Police Department Total,Property, Retail Fraud Theft,8
 Three Oaks Police Department Total,Property,,43
 Three Oaks Police Department Total,Society, Violation of Controlled Substance,0
 Three Oaks Police Department Total,Society, Family Other,0
 Three Oaks Police Department Total,Society, Liquor Violations Other,0
 Three Oaks Police Department Total,Society, Weapons Offense Concealed,0
 Three Oaks Police Department Total,Society, Weapons Offense Other,1
 Three Oaks Police Department Total,Society, Disorderly Conduct,0
 Three Oaks Police Department Total,Society, Public Peace Other,4
 Three Oaks Police Department Total,Society, OUIL or OUID,1
 Three Oaks Police Department Total,Society, Trespass,2
 Three Oaks Police Department Total,Society, Vagrancy,1
 Three Oaks Police Department Total,Society,,9
 Three Oaks Police Department Total,All Other, Negligent Homicide Vehicle/Boat,1
 Three Oaks Police Department Total,All Other, In,0
 Three Oaks Police Department Total,All Other, Sex Offense Other,1
 Three Oaks Police Department Total,All Other, Obstructing Police,1
 Three Oaks Police Department Total,All Other, Escape/Flight,1
 Three Oaks Police Department Total,All Other, Obstructing Justice,14
 Three Oaks Police Department Total,All Other, Hit And Run Motor Vehicle Accident,3
 Three Oaks Police Department Total,All Other, Health And Safety,3
 Three Oaks Police Department Total,All Other, Civil Rights,0
 Three Oaks Police Department Total,All Other, Miscellaneous Criminal Offense,0
 Three Oaks Police Department Total,All Other,,24
 Watervliet Police Department Total,All Other,,190
 Watervliet Police Department Total,Person, Sexual Penetration Penis/Vagina CSC 1st,1
 Watervliet Police Department Total,Person, Sexual Penetration Penis/Vagina CSC 3rd,1
 Watervliet Police Department Total,Person, Sexual Penetration Object CSC 3rd,1
 Watervliet Police Department Total,Person, Sexual Contact Forcible CSC 2nd,0
 Watervliet Police Department Total,Person, Sexual Contact Forcible CSC 4th,1
 Watervliet Police Department Total,Person, Nonaggravated Assault,19
 Watervliet Police Department Total,Person, Aggravated/Felonious Assault,1
 Watervliet Police Department Total,Person, Intimidation/Stalking,6
 Watervliet Police Department Total,Person,,30
 Watervliet Police Department Total,Property, Extortion,1
 Watervliet Police Department Total,Property, Burglary Forced Entry,1
 Watervliet Police Department Total,Property, Burglary Entry Without Force (Intent),1
 Watervliet Police Department Total,Property, Burglary Entry w/out Authorization w/or w/out Force,4
 Watervliet Police Department Total,Property, Larceny Theft from Building,2
 Watervliet Police Department Total,Property, Larceny Theft from Motor Vehicle,3
 Watervliet Police Department Total,Property, Larceny Other,8
 Watervliet Police Department Total,Property, Motor Vehicle Theft,1
 Watervliet Police Department Total,Property, Motor Vehicle Fraud,1
 Watervliet Police Department Total,Property, Forgery/Counterfeiting,0
 Watervliet Police Department Total,Property, Fraud False Pretense/Swindle/Confidence Game,4
 Watervliet Police Department Total,Property, Fraud Credit Card/ATM,1
 Watervliet Police Department Total,Property, Fraud Identity Theft,1
 Watervliet Police Department Total,Property, Stolen Property,1
 Watervliet Police Department Total,Property, Damage To Property,11
 Watervliet Police Department Total,Property, Retail Fraud Theft,0
 Watervliet Police Department Total,Property,,40
 Watervliet Police Department Total,Society, Violation of Controlled Substance,20
 Watervliet Police Department Total,Society, Narcotic Equipment Violations,2
 Watervliet Police Department Total,Society, Obscenity,1
 Watervliet Police Department Total,Society, Family Abuse/Neglect Nonviolent,3
 Watervliet Police Department Total,Society, Liquor Violations Other,1
 Watervliet Police Department Total,Society, Weapons Offense Concealed,4
 Watervliet Police Department Total,Society, Weapons Offense Other,2
 Watervliet Police Department Total,Society, Disorderly Conduct,7
 Watervliet Police Department Total,Society, Public Peace Other,7
 Watervliet Police Department Total,Society, OUIL or OUID,15
 Watervliet Police Department Total,Society, Trespass,3
 Watervliet Police Department Total,Society, Vagrancy,1
 Watervliet Police Department Total,Society,,66
 Watervliet Police Department Total,All Other, Obstructing Police,13
 Watervliet Police Department Total,All Other, Escape/Flight,0
 Watervliet Police Department Total,All Other, Obstructing Justice,32
 Watervliet Police Department Total,All Other, Hit And Run Motor Vehicle Accident,0
 Watervliet Police Department Total,All Other, Health And Safety,7
 Watervliet Police Department Total,All Other, Invasion of Privacy Other,0
 Watervliet Police Department Total,All Other, Smuggling,2
 Watervliet Police Department Total,All Other,,54
 Coloma Township Police Department Total,All Other,,713
 Coloma Township Police Department Total,Person, Negligent Homicide/Manslaughter (Involuntary),1
 Coloma Township Police Department Total,Person, Kidnapping/Abduction,0
 Coloma Township Police Department Total,Person, Parental Kidnapping,0
 Coloma Township Police Department Total,Person, Sexual Penetration Penis/Vagina CSC 1st,1
 Coloma Township Police Department Total,Person, Sexual Penetration Penis/Vagina CSC 3rd,1
 Coloma Township Police Department Total,Person, Sexual Penetration Oral/Anal CSC 3rd,0
 Coloma Township Police Department Total,Person, Sexual Penetration Object CSC 1st,2
 Coloma Township Police Department Total,Person, Sexual Contact Forcible CSC 2nd,1
 Coloma Township Police Department Total,Person, Sexual Contact Forcible CSC 4th,3
 Coloma Township Police Department Total,Person, Nonaggravated Assault,60
 Coloma Township Police Department Total,Person, Aggravated/Felonious Assault,14
 Coloma Township Police Department Total,Person, Intimidation/Stalking,28
 Coloma Township Police Department Total,Person,,111
 Coloma Township Police Department Total,Property, Robbery,1
 Coloma Township Police Department Total,Property, Arson,0
 Coloma Township Police Department Total,Property, Extortion,0
 Coloma Township Police Department Total,Property, Burglary Forced Entry,18
 Coloma Township Police Department Total,Property, Burglary Entry Without Force (Intent),1
 Coloma Township Police Department Total,Property, Burglary Entry w/out Authorization w/or w/out Force,2
 Coloma Township Police Department Total,Property, Larceny Theft from Building,6
 Coloma Township Police Department Total,Property, Larceny Theft from Coin Operated Machine/Device,0
 Coloma Township Police Department Total,Property, Larceny Theft from Motor Vehicle,4
 Coloma Township Police Department Total,Property, Larceny Theft of Motor Vehicle Parts/Accessories,2
 Coloma Township Police Department Total,Property, Larceny Other,42
 Coloma Township Police Department Total,Property, Motor Vehicle Theft,7
 Coloma Township Police Department Total,Property, Motor Vehicle Fraud,0
 Coloma Township Police Department Total,Property, Forgery/Counterfeiting,3
 Coloma Township Police Department Total,Property, Fraud False Pretense/Swindle/Confidence Game,11
 Coloma Township Police Department Total,Property, Fraud Credit Card/ATM,4
 Coloma Township Police Department Total,Property, Fraud Impersonation,2
 Coloma Township Police Department Total,Property, Fraud Wire,2
 Coloma Township Police Department Total,Property, Fraud Bad Checks,1
 Coloma Township Police Department Total,Property, Stolen Property,1
 Coloma Township Police Department Total,Property, Damage To Property,24
 Coloma Township Police Department Total,Property, Retail Fraud Misrepresentation,1
 Coloma Township Police Department Total,Property, Retail Fraud Theft,11
 Coloma Township Police Department Total,Property,,143
 Coloma Township Police Department Total,Society, Violation of Controlled Substance,24
 Coloma Township Police Department Total,Society, Obscenity,0
 Coloma Township Police Department Total,Society, Family Abuse/Neglect Nonviolent,7
 Coloma Township Police Department Total,Society, Family Other,3
 Coloma Township Police Department Total,Society, Purchasing Prostitution,1
 Coloma Township Police Department Total,Society, Liquor License Establishment,0
 Coloma Township Police Department Total,Society, Liquor Violations Other,4
 Coloma Township Police Department Total,Society, Drunkenness,3
 Coloma Township Police Department Total,Society, Weapons Offense Concealed,6
 Coloma Township Police Department Total,Society, Weapons Offense Other,2
 Coloma Township Police Department Total,Society, Disorderly Conduct,14
 Coloma Township Police Department Total,Society, Public Peace Other,135
 Coloma Township Police Department Total,Society, OUIL or OUID,9
 Coloma Township Police Department Total,Society, Trespass,72
 Coloma Township Police Department Total,Society, Vagrancy,0
 Coloma Township Police Department Total,Society, Animal Cruelty,1
 Coloma Township Police Department Total,Society,,281
 Coloma Township Police Department Total,All Other, Sex Offense Other,1
 Coloma Township Police Department Total,All Other, Obstructing Police,14
 Coloma Township Police Department Total,All Other, Obstructing Justice,115
 Coloma Township Police Department Total,All Other, Hit And Run Motor Vehicle Accident,5
 Coloma Township Police Department Total,All Other, Health And Safety,31
 Coloma Township Police Department Total,All Other, Invasion of Privacy Other,0
 Coloma Township Police Department Total,All Other, Conservation,3
 Coloma Township Police Department Total,All Other, Juvenile Runaway,6
 Coloma Township Police Department Total,All Other, Miscellaneous Criminal Offense,3
 Coloma Township Police Department Total,All Other,,178
 Chikaming Township Police Department Total,All Other,,177
 Chikaming Township Police Department Total,Person, Murder/Nonnegligent Manslaughter (Voluntary),1
 Chikaming Township Police Department Total,Person, Sexual Penetration Penis/Vagina CSC 1st,2
 Chikaming Township Police Department Total,Person, Nonaggravated Assault,15
 Chikaming Township Police Department Total,Person, Aggravated/Felonious Assault,4
 Chikaming Township Police Department Total,Person, Intimidation/Stalking,2
 Chikaming Township Police Department Total,Person,,24
 Chikaming Township Police Department Total,Property, Burglary Forced Entry,3
 Chikaming Township Police Department Total,Property, Burglary Entry Without Force (Intent),1
 Chikaming Township Police Department Total,Property, Burglary Entry w/out Authorization w/or w/out Force,1
 Chikaming Township Police Department Total,Property, Larceny Pocketpicking,2
 Chikaming Township Police Department Total,Property, Larceny Theft from Building,6
 Chikaming Township Police Department Total,Property, Larceny Theft from Motor Vehicle,8
 Chikaming Township Police Department Total,Property, Larceny Theft of Motor Vehicle Parts/Accessories,2
 Chikaming Township Police Department Total,Property, Larceny Other,22
