,ORI - Agency,Crime Against,MICR Offense,Victims,Offenses,Incidents,Arrests,Exceptional Clearance,Clearance Rate,2021 Crimes,2020 Crimes,Percent Change
1946, Benton Township Police Department Total,Person, Non,17,13,13,2,0,0.15384615384615385,17,11,0.5454545454545454
1947, Benton Township Police Department Total,Person,,834,706,688,149,0,0.21656976744186046,834,793,0.05170239596469105
1948, Benton Township Police Department Total,Property, Robbery,27,22,21,3,0,0.14285714285714285,22,24,-0.08333333333333333
1949, Benton Township Police Department Total,Property, Carjacking,1,1,1,0,0,0.0,1,0,-0.08333333333333333
1950, Benton Township Police Department Total,Property, Arson,5,5,4,0,0,0.0,5,4,0.25
1951, Benton Township Police Department Total,Property, Burglary Forced Entry,62,70,69,3,0,0.043478260869565216,70,83,-0.1566265060240964
1952, Benton Township Police Department Total,Property, Burglary Entry Without Force (Intent),24,19,18,1,0,0.05555555555555555,19,17,0.11764705882352941
1953, Benton Township Police Department Total,Property, Burglary Entry w/out Authorization w/or w/out Force,16,24,15,2,0,0.13333333333333333,24,31,-0.22580645161290322
1954, Benton Township Police Department Total,Property, Larceny Pocketpicking,1,1,1,0,0,0.0,1,7,-0.8571428571428571
1955, Benton Township Police Department Total,Property, Larceny Pursesnatching,0,0,0,0,0,0.0,0,8,-1
1956, Benton Township Police Department Total,Property, Larceny Theft from Building,45,52,49,0,0,0.0,52,51,0.0196078431372549
1957, Benton Township Police Department Total,Property, Larceny Theft from Motor Vehicle,80,94,93,0,0,0.0,94,88,0.06818181818181818
1958, Benton Township Police Department Total,Property, Larceny Theft of Motor Vehicle Parts/Accessories,24,44,43,0,0,0.0,44,15,1.9333333333333333
1959, Benton Township Police Department Total,Property, Larceny Other,79,130,125,4,0,0.032,130,70,0.8571428571428571
1960, Benton Township Police Department Total,Property, Motor Vehicle Theft,59,72,70,4,0,0.05714285714285714,72,68,0.058823529411764705
1961, Benton Township Police Department Total,Property, Motor Vehicle as Stolen Property,6,6,6,0,0,0.0,6,3,1
1962, Benton Township Police Department Total,Property, Forgery/Counterfeiting,3,10,10,0,0,0.0,10,29,-0.6551724137931034
1963, Benton Township Police Department Total,Property, Fraud False Pretense/Swindle/Confidence Game,28,28,28,0,0,0.0,28,18,0.5555555555555556
1964, Benton Township Police Department Total,Property, Fraud Credit Card/ATM,29,34,30,0,0,0.0,34,31,0.0967741935483871
1965, Benton Township Police Department Total,Property, Fraud Impersonation,6,7,7,0,0,0.0,7,7,0
1966, Benton Township Police Department Total,Property, Fraud Bad Checks,2,6,6,1,0,0.16666666666666666,6,17,-0.6470588235294118
1967, Benton Township Police Department Total,Property, Fraud Identity Theft,20,19,19,0,0,0.0,19,22,-0.13636363636363635
1968, Benton Township Police Department Total,Property, Fraud Hacking/Computer Invasion,0,0,0,0,0,0.0,0,1,-1
1969, Benton Township Police Department Total,Property, Embezzlement,0,4,4,1,0,0.25,4,21,-0.8095238095238095
1970, Benton Township Police Department Total,Property, Stolen Property,0,1,1,1,0,1.0,1,0,-0.8095238095238095
1971, Benton Township Police Department Total,Property, Damage To Property,241,294,252,11,0,0.04365079365079365,294,222,0.32432432432432434
1972, Benton Township Police Department Total,Property, Retail Fraud Misrepresentation,0,3,3,2,0,0.6666666666666666,3,3,0
1973, Benton Township Police Department Total,Property, Retail Fraud Theft,5,200,199,61,0,0.3065326633165829,200,250,-0.2
1974, Benton Township Police Department Total,Property, Retail Fraud Refund/Exchange,0,2,2,0,0,0.0,2,1,1
1975, Benton Township Police Department Total,Property, Retail Fraud Organized Crime,0,5,5,1,0,0.2,5,0,1
1976, Benton Township Police Department Total,Property,,763,1153,1081,95,0,0.08788159111933395,1153,1091,0.05682859761686526
1977, Benton Township Police Department Total,Society, Violation of Controlled Substance,0,62,53,21,0,0.39622641509433965,62,47,0.3191489361702128
1978, Benton Township Police Department Total,Society, Narcotic Equipment Violations,0,6,2,0,0,0.0,6,9,-0.3333333333333333
1979, Benton Township Police Department Total,Society, Peeping Tom,0,0,0,0,0,0.0,0,1,-1
1980, Benton Township Police Department Total,Society, Obscenity,0,4,4,0,0,0.0,4,3,0.3333333333333333
1981, Benton Township Police Department Total,Society, Family Abuse/Neglect Nonviolent,39,19,16,1,0,0.0625,19,16,0.1875
1982, Benton Township Police Department Total,Society, Family Other,3,4,3,0,0,0.0,4,5,-0.2
1983, Benton Township Police Department Total,Society, Gambling Betting/Wagering,0,0,0,0,0,0.0,0,1,-1
1984, Benton Township Police Department Total,Society, Liquor Violations Other,0,1,1,0,0,0.0,1,1,0
1985, Benton Township Police Department Total,Society, Drunkenness,0,3,3,0,0,0.0,3,3,0
1986, Benton Township Police Department Total,Society, Weapons Offense Concealed,0,26,18,8,0,0.4444444444444444,26,15,0.7333333333333333
1987, Benton Township Police Department Total,Society, Weapons Offense Explosives,0,2,2,0,0,0.0,2,0,0.7333333333333333
1988, Benton Township Police Department Total,Society, Weapons Offense Other,0,133,105,4,0,0.0380952380952381,133,65,1.0461538461538462
1989, Benton Township Police Department Total,Society, Disorderly Conduct,1,66,65,1,0,0.015384615384615385,66,112,-0.4107142857142857
1990, Benton Township Police Department Total,Society, Public Peace Other,0,506,501,1,0,0.001996007984031936,506,341,0.4838709677419355
1991, Benton Township Police Department Total,Society, OUIL or OUID,0,78,68,62,0,0.9117647058823529,78,94,-0.1702127659574468
1992, Benton Township Police Department Total,Society, Trespass,148,164,146,2,0,0.0136986301369863,164,106,0.5471698113207547
1993, Benton Township Police Department Total,Society, Vagrancy,0,1,1,0,0,0.0,1,0,0.5471698113207547
1994, Benton Township Police Department Total,Society, Animal Cruelty,0,0,0,0,0,0.0,0,1,-1
1995, Benton Township Police Department Total,Society,,191,1075,988,100,0,0.10121457489878542,1075,820,0.31097560975609756
1996, Benton Township Police Department Total,All Other, Negligent Homicide Vehicle/Boat,1,1,0,0,0,0.0,1,1,0
1997, Benton Township Police Department Total,All Other, Possession of Burglary Tools,0,0,0,0,0,0.0,0,1,-1
1998, Benton Township Police Department Total,All Other, Sex Offense Other,0,11,9,2,0,0.2222222222222222,11,5,1.2
1999, Benton Township Police Department Total,All Other, Obstructing Police,0,71,34,16,0,0.47058823529411764,71,64,0.109375
2000, Benton Township Police Department Total,All Other, Escape/Flight,0,2,1,0,0,0.0,2,0,0.109375
2001, Benton Township Police Department Total,All Other, Obstructing Justice,0,311,234,200,0,0.8547008547008547,311,273,0.1391941391941392
2002, Benton Township Police Department Total,All Other, Hit And Run Motor Vehicle Accident,15,15,15,0,0,0.0,15,15,0
2003, Benton Township Police Department Total,All Other, Health And Safety,241,243,241,0,0,0.0,243,279,-0.12903225806451613
2004, Benton Township Police Department Total,All Other, Civil Rights,1,1,1,0,0,0.0,1,0,-0.12903225806451613
2005, Benton Township Police Department Total,All Other, Smuggling,0,3,1,1,0,1.0,3,0,-0.12903225806451613
2006, Benton Township Police Department Total,All Other, Conservation,0,31,30,6,0,0.2,31,17,0.8235294117647058
2007, Benton Township Police Department Total,All Other, Juvenile Runaway,28,28,28,0,0,0.0,28,15,0.8666666666666667
2008, Benton Township Police Department Total,All Other, Miscellaneous Criminal Offense,0,25,9,1,0,0.1111111111111111,25,41,-0.3902439024390244
2009, Benton Township Police Department Total,All Other,,286,742,603,226,0,0.3747927031509121,742,711,0.04360056258790436
2010, Berrien Springs,All Other,,172,322,301,83,0,0.2757475083056478,328,332,-0.012048192771084338
2011, Berrien Springs,Person, Kidnapping/Abduction,0,0,0,0,0,0.0,0,1,-1
2012, Berrien Springs,Person, Sexual Penetration Penis/Vagina CSC 1st,2,2,2,0,0,0.0,2,3,-0.3333333333333333
2013, Berrien Springs,Person, Sexual Penetration Oral/Anal CSC 1st,0,0,0,0,0,0.0,0,1,-1
2014, Berrien Springs,Person, Sexual Penetration Oral/Anal CSC 3rd,1,1,1,0,0,0.0,1,0,-1
2015, Berrien Springs,Person, Sexual Contact Forcible CSC 2nd,1,1,1,0,0,0.0,1,0,-1
2016, Berrien Springs,Person, Sexual Contact Forcible CSC 4th,3,3,3,0,0,0.0,3,0,-1
2017, Berrien Springs,Person, Nonaggravated Assault,33,29,29,7,0,0.2413793103448276,33,33,0
2018, Berrien Springs,Person, Aggravated/Felonious Assault,8,6,6,1,0,0.16666666666666666,8,7,0.14285714285714285
2019, Berrien Springs,Person, Intimidation/Stalking,4,4,4,0,0,0.0,4,3,0.3333333333333333
2020, Berrien Springs,Person, Non,1,1,1,1,0,1.0,1,0,0.3333333333333333
2021, Berrien Springs,Person,,53,47,47,9,0,0.19148936170212766,53,48,0.10416666666666667
2022, Berrien Springs,Property, Extortion,0,0,0,0,0,0.0,0,1,-1
2023, Berrien Springs,Property, Burglary Forced Entry,6,4,4,0,0,0.0,4,25,-0.84
2024, Berrien Springs,Property, Burglary Entry Without Force (Intent),1,1,1,0,0,0.0,1,4,-0.75
2025, Berrien Springs,Property, Burglary Entry w/out Authorization w/or w/out Force,4,3,3,0,0,0.0,3,6,-0.5
2026, Berrien Springs,Property, Larceny Pocketpicking,1,1,1,0,0,0.0,1,0,-0.5
2027, Berrien Springs,Property, Larceny Pursesnatching,0,0,0,0,0,0.0,0,1,-1
2028, Berrien Springs,Property, Larceny Theft from Building,1,2,2,0,0,0.0,2,4,-0.5
2029, Berrien Springs,Property, Larceny Theft from Motor Vehicle,5,6,6,1,0,0.16666666666666666,6,8,-0.25
2030, Berrien Springs,Property, Larceny Theft of Motor Vehicle Parts/Accessories,3,7,7,0,0,0.0,7,1,6
2031, Berrien Springs,Property, Larceny Other,19,22,22,0,0,0.0,22,20,0.1
2032, Berrien Springs,Property, Motor Vehicle Theft,0,0,0,0,0,0.0,0,2,-1
2033, Berrien Springs,Property, Motor Vehicle as Stolen Property,0,0,0,0,0,0.0,0,1,-1
2034, Berrien Springs,Property, Forgery/Counterfeiting,2,7,7,0,0,0.0,7,2,2.5
2035, Berrien Springs,Property, Fraud False Pretense/Swindle/Confidence Game,24,23,23,0,0,0.0,23,16,0.4375
2036, Berrien Springs,Property, Fraud Credit Card/ATM,3,4,3,0,0,0.0,4,5,-0.2
2037, Berrien Springs,Property, Fraud Impersonation,1,1,1,0,0,0.0,1,5,-0.8
2038, Berrien Springs,Property, Fraud Wire,2,2,2,0,0,0.0,2,1,1
2039, Berrien Springs,Property, Fraud Bad Checks,0,3,3,0,0,0.0,3,3,0
2040, Berrien Springs,Property, Fraud Identity Theft,2,2,2,0,0,0.0,2,3,-0.3333333333333333
2041, Berrien Springs,Property, Fraud Hacking/Computer Invasion,2,2,2,0,0,0.0,2,0,-0.3333333333333333
2042, Berrien Springs,Property, Embezzlement,0,0,0,0,0,0.0,0,2,-1
2043, Berrien Springs,Property, Stolen Property,3,2,2,2,0,1.0,2,1,1
2044, Berrien Springs,Property, Damage To Property,13,20,17,0,0,0.0,20,26,-0.23076923076923078
2045, Berrien Springs,Property, Retail Fraud Theft,0,2,2,0,0,0.0,2,3,-0.3333333333333333
2046, Berrien Springs,Property,,92,114,110,3,0,0.02727272727272727,114,140,-0.18571428571428572
2047, Berrien Springs,Society, Violation of Controlled Substance,0,7,7,3,0,0.42857142857142855,7,13,-0.46153846153846156
2048, Berrien Springs,Society, Narcotic Equipment Violations,0,2,2,1,0,0.5,2,0,-0.46153846153846156
2049, Berrien Springs,Society, Obscenity,0,1,1,0,0,0.0,1,3,-0.6666666666666666
2050, Berrien Springs,Society, Family Other,1,1,1,0,0,0.0,1,0,-0.6666666666666666
2051, Berrien Springs,Society, Liquor Violations Other,0,5,2,1,0,0.5,5,5,0
2052, Berrien Springs,Society, Weapons Offense Concealed,0,5,5,2,0,0.4,5,2,1.5
2053, Berrien Springs,Society, Weapons Offense Other,0,2,2,0,0,0.0,2,0,1.5
2054, Berrien Springs,Society, Disorderly Conduct,0,4,4,0,0,0.0,4,5,-0.2
2055, Berrien Springs,Society, Public Peace Other,0,14,14,0,0,0.0,14,6,1.3333333333333333
2056, Berrien Springs,Society, OUIL or OUID,0,25,24,19,0,0.7916666666666666,25,14,0.7857142857142857
2057, Berrien Springs,Society, Trespass,8,8,8,1,0,0.125,8,9,-0.1111111111111111
2058, Berrien Springs,Society, Animal Cruelty,0,0,0,0,0,0.0,0,1,-1
2059, Berrien Springs,Society,,9,74,70,27,0,0.38571428571428573,74,58,0.27586206896551724
2060, Berrien Springs,All Other, Sex Offense Other,0,0,0,0,0,0.0,0,2,-1
2061, Berrien Springs,All Other, Obstructing Police,0,13,10,3,0,0.3,13,6,1.1666666666666667
2062, Berrien Springs,All Other, Escape/Flight,0,1,1,1,0,1.0,1,2,-0.5
2063, Berrien Springs,All Other, Obstructing Justice,0,55,45,40,0,0.8888888888888888,55,52,0.057692307692307696
2064, Berrien Springs,All Other, Hit And Run Motor Vehicle Accident,0,0,0,0,0,0.0,0,5,-1
2065, Berrien Springs,All Other, Health And Safety,15,15,15,0,0,0.0,15,15,0
2066, Berrien Springs,All Other, Juvenile Runaway,3,3,3,0,0,0.0,3,1,2
2067, Berrien Springs,All Other, Miscellaneous Criminal Offense,0,0,0,0,0,0.0,0,3,-1
2068, Berrien Springs,All Other,,18,87,74,44,0,0.5945945945945946,87,86,0.011627906976744186
2069, Bridgman Police Department Total,All Other,,222,328,313,33,3,0.11501597444089456,331,458,-0.27729257641921395
2070, Bridgman Police Department Total,Person, Sexual Penetration Penis/Vagina CSC 1st,2,1,1,0,0,0.0,2,0,-0.27729257641921395
2071, Bridgman Police Department Total,Person, Sexual Penetration Oral/Anal CSC 3rd,0,0,0,0,0,0.0,0,1,-1
2072, Bridgman Police Department Total,Person, Sexual Contact Forcible CSC 2nd,1,1,1,0,0,0.0,1,0,-1
2073, Bridgman Police Department Total,Person, Sexual Contact Forcible CSC 4th,2,2,2,0,0,0.0,2,1,1
2074, Bridgman Police Department Total,Person, Nonaggravated Assault,16,15,15,2,3,0.3333333333333333,16,16,0
2075, Bridgman Police Department Total,Person, Aggravated/Felonious Assault,1,1,1,0,0,0.0,1,2,-0.5
2076, Bridgman Police Department Total,Person, Intimidation/Stalking,15,14,14,0,0,0.0,15,9,0.6666666666666666
2077, Bridgman Police Department Total,Person,,37,34,34,2,3,0.14705882352941177,37,29,0.27586206896551724
2078, Bridgman Police Department Total,Property, Burglary Forced Entry,1,2,2,0,0,0.0,2,3,-0.3333333333333333
2079, Bridgman Police Department Total,Property, Burglary Entry w/out Authorization w/or w/out Force,4,3,3,0,0,0.0,3,4,-0.25
2080, Bridgman Police Department Total,Property, Larceny Theft from Building,1,1,1,0,0,0.0,1,0,-0.25
2081, Bridgman Police Department Total,Property, Larceny Theft from Motor Vehicle,3,3,3,0,0,0.0,3,2,0.5
2082, Bridgman Police Department Total,Property, Larceny Theft of Motor Vehicle Parts/Accessories,2,3,3,0,0,0.0,3,0,0.5
2083, Bridgman Police Department Total,Property, Larceny Other,5,8,8,0,0,0.0,8,7,0.14285714285714285
2084, Bridgman Police Department Total,Property, Motor Vehicle Theft,1,1,1,1,0,1.0,1,3,-0.6666666666666666
2085, Bridgman Police Department Total,Property, Motor Vehicle as Stolen Property,0,0,0,0,0,0.0,0,1,-1
2086, Bridgman Police Department Total,Property, Forgery/Counterfeiting,1,4,4,1,0,0.25,4,1,3
2087, Bridgman Police Department Total,Property, Fraud False Pretense/Swindle/Confidence Game,1,3,3,1,0,0.3333333333333333,3,3,0
2088, Bridgman Police Department Total,Property, Fraud Credit Card/ATM,4,4,4,0,0,0.0,4,3,0.3333333333333333
2089, Bridgman Police Department Total,Property, Fraud Impersonation,2,2,2,0,0,0.0,2,2,0
2090, Bridgman Police Department Total,Property, Embezzlement,0,1,1,0,0,0.0,1,1,0
2091, Bridgman Police Department Total,Property, Stolen Property,0,0,0,0,0,0.0,0,1,-1
2092, Bridgman Police Department Total,Property, Damage To Property,6,12,10,1,0,0.1,12,12,0
2093, Bridgman Police Department Total,Property,,31,47,45,4,0,0.08888888888888889,47,43,0.09302325581395349
2094, Bridgman Police Department Total,Society, Violation of Controlled Substance,0,13,11,7,0,0.6363636363636364,13,14,-0.07142857142857142
2095, Bridgman Police Department Total,Society, Family Abuse/Neglect Nonviolent,2,2,2,0,0,0.0,2,3,-0.3333333333333333
2096, Bridgman Police Department Total,Society, Family Other,0,0,0,0,0,0.0,0,2,-1
2097, Bridgman Police Department Total,Society, Liquor License Establishment,0,1,1,0,0,0.0,1,0,-1
2098, Bridgman Police Department Total,Society, Liquor Violations Other,0,7,4,2,0,0.5,7,4,0.75
2099, Bridgman Police Department Total,Society, Drunkenness,0,1,1,0,0,0.0,1,0,0.75
2100, Bridgman Police Department Total,Society, Weapons Offense Concealed,0,5,5,3,0,0.6,5,2,1.5
2101, Bridgman Police Department Total,Society, Weapons Offense Other,0,1,1,0,0,0.0,1,1,0
2102, Bridgman Police Department Total,Society, Disorderly Conduct,0,8,8,2,0,0.25,8,14,-0.42857142857142855
2103, Bridgman Police Department Total,Society, Public Peace Other,0,32,32,2,0,0.0625,32,30,0.06666666666666667
2104, Bridgman Police Department Total,Society, OUIL or OUID,0,5,4,4,0,1.0,5,10,-0.5
2105, Bridgman Police Department Total,Society, Trespass,10,10,10,0,0,0.0,10,11,-0.09090909090909091
2106, Bridgman Police Department Total,Society,,12,85,79,20,0,0.25316455696202533,85,91,-0.06593406593406594
2107, Bridgman Police Department Total,All Other, Obstructing Police,0,6,3,1,0,0.3333333333333333,6,5,0.2
2108, Bridgman Police Department Total,All Other, Obstructing Justice,0,11,9,5,0,0.5555555555555556,11,25,-0.56
2109, Bridgman Police Department Total,All Other, Hit And Run Motor Vehicle Accident,2,2,2,1,0,0.5,2,2,0
2110, Bridgman Police Department Total,All Other, Health And Safety,140,140,139,0,0,0.0,140,259,-0.4594594594594595
2111, Bridgman Police Department Total,All Other, Invasion of Privacy Other,0,1,0,0,0,0.0,1,0,-0.4594594594594595
2112, Bridgman Police Department Total,All Other, Conservation,0,1,1,0,0,0.0,1,2,-0.5
2113, Bridgman Police Department Total,All Other, Juvenile Runaway,0,0,0,0,0,0.0,0,1,-1
2114, Bridgman Police Department Total,All Other, Miscellaneous Criminal Offense,0,1,1,0,0,0.0,1,1,0
2115, Bridgman Police Department Total,All Other,,142,162,155,7,0,0.04516129032258064,162,295,-0.45084745762711864
2116, Buchanan Police Department Total,All Other,,384,646,637,54,26,0.12558869701726844,654,573,0.14136125654450263
2117, Buchanan Police Department Total,Person, Parental Kidnapping,1,1,1,0,0,0.0,1,1,0
2118, Buchanan Police Department Total,Person, Sexual Penetration Penis/Vagina CSC 1st,0,0,0,0,0,0.0,0,4,-1
2119, Buchanan Police Department Total,Person, Sexual Penetration Oral/Anal CSC 1st,3,3,3,0,0,0.0,3,0,-1
2120, Buchanan Police Department Total,Person, Sexual Penetration Oral/Anal CSC 3rd,1,1,1,0,1,1.0,1,0,-1
2121, Buchanan Police Department Total,Person, Sexual Penetration Object CSC 1st,1,1,1,0,0,0.0,1,0,-1
2122, Buchanan Police Department Total,Person, Sexual Penetration Object CSC 3rd,0,0,0,0,0,0.0,0,1,-1
2123, Buchanan Police Department Total,Person, Sexual Contact Forcible CSC 2nd,3,3,3,0,1,0.3333333333333333,3,1,2
2124, Buchanan Police Department Total,Person, Sexual Contact Forcible CSC 4th,7,5,5,0,3,0.6,7,5,0.4
2125, Buchanan Police Department Total,Person, Nonaggravated Assault,40,38,38,5,6,0.2894736842105263,40,51,-0.21568627450980393
2126, Buchanan Police Department Total,Person, Aggravated/Felonious Assault,9,7,7,2,2,0.5714285714285714,9,8,0.125
